ID,core,section,cut,sample_number,sampleID,top_depth,bottom_depth,ave_depth,top_depth_adj,bottom_depth_adj,ave_depth_adj,x_m,y_m,dD,d18O,dxs,dln
alhic2302-159_3-r-21,alhic2302,159_3,r,21,alhic2302-159_3-r-21,130.053,130.064,130.0585,129.9839353,129.9949353,129.9894353,0.1085,0.018,-294.47,-37.04,1.85,11.48074554
alhic2302-159_3-r-22,alhic2302,159_3,r,22,alhic2302-159_3-r-22,130.064,130.076,130.07,129.9949353,130.0069353,130.0009353,0.1085,0.018,-293.95,-36.96,1.72,11.33534818
alhic2302-159_3-r-23,alhic2302,159_3,r,23,alhic2302-159_3-r-23,130.076,130.087,130.0815,130.0069353,130.0179353,130.0124353,0.1085,0.018,-294.17,-37.02,1.97,11.68528355
alhic2302-159_3-r-24,alhic2302,159_3,r,24,alhic2302-159_3-r-24,130.087,130.099,130.093,130.0179353,130.0299353,130.0239353,0.1085,0.018,-294.18,-37.01,1.94,11.56083474
alhic2302-159_3-r-25,alhic2302,159_3,r,25,alhic2302-159_3-r-25,130.099,130.11,130.1045,130.0299353,130.0409353,130.0354353,0.1085,0.018,-293.81,-36.94,1.69,11.31314756
alhic2302-159_3-r-26,alhic2302,159_3,r,26,alhic2302-159_3-r-26,130.11,130.122,130.116,130.0409353,130.0529353,130.0469353,0.1085,0.018,-293.21,-36.84,1.48,11.06051789
alhic2302-159_3-r-27,alhic2302,159_3,r,27,alhic2302-159_3-r-27,130.122,130.133,130.1275,130.0529353,130.0639353,130.0584353,0.1085,0.018,-294.37,-37.01,1.7,11.29160806
alhic2302-159_3-r-28,alhic2302,159_3,r,28,alhic2302-159_3-r-28,130.133,130.145,130.139,130.0639353,130.0759353,130.0699353,0.1085,0.018,-294.79,-37.07,1.78,11.3580134
alhic2302-159_3-r-29,alhic2302,159_3,r,29,alhic2302-159_3-r-29,130.145,130.156,130.1505,130.0759353,130.0869353,130.0814353,0.1085,0.018,-294.37,-37.05,2.05,11.73277578
alhic2302-159_3-r-30,alhic2302,159_3,r,30,alhic2302-159_3-r-30,130.156,130.168,130.162,130.0869353,130.0989353,130.0929353,0.1085,0.018,-294.25,-37.02,1.92,11.57193539
alhic2302-159_3-r-31,alhic2302,159_3,r,31,alhic2302-159_3-r-31,130.168,130.179,130.1735,130.0989353,130.1099353,130.1044353,0.1085,0.018,-294.3,-37.04,2.03,11.72167012
alhic2302-159_3-r-32,alhic2302,159_3,r,32,alhic2302-159_3-r-32,130.179,130.191,130.185,130.1099353,130.1219353,130.1159353,0.1085,0.018,-293.94,-36.97,1.78,11.45975592
alhic2302-159_3-r-33,alhic2302,159_3,r,33,alhic2302-159_3-r-33,130.191,130.202,130.1965,130.1219353,130.1329353,130.1274353,0.1085,0.018,-294.53,-37.07,2.04,11.72662996
alhic2302-159_3-r-34,alhic2302,159_3,r,34,alhic2302-159_3-r-34,130.202,130.218,130.21,130.1329353,130.1489353,130.1409353,0.1085,0.018,-295.35,-37.17,2.03,11.66718395
